시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,시장유형 구분(시장/마트) 이름,자치구 이름,년도,월,카테고리
망원시장,62.0,컵라면 1개,,1250.0,2024-11,,전통시장,마포구,2024,11,가공식품
망원시장,65.0,통조림(참치) 150g,,2150.0,2024-11,,전통시장,마포구,2024,11,가공식품
망원시장,71.0,밀가루 1kg,,1650.0,2024-11,,전통시장,마포구,2024,11,가공식품
자양골목시장,57.0,부침가루 1kg,,3400.0,2024-11,,전통시장,광진구,2024,11,가공식품
자양골목시장,60.0,국수 900g,,2980.0,2024-11,,전통시장,광진구,2024,11,가공식품
자양골목시장,61.0,라면 5개입 1봉,,3900.0,2024-11,,전통시장,광진구,2024,11,가공식품
자양골목시장,62.0,컵라면 1개,,1160.0,2024-11,,전통시장,광진구,2024,11,가공식품
자양골목시장,65.0,통조림(참치) 150g,,2980.0,2024-11,,전통시장,광진구,2024,11,가공식품
자양골목시장,71.0,밀가루 1kg,,2000.0,2024-11,,전통시장,광진구,2024,11,가공식품
노룬산골목시장,57.0,부침가루 1kg,,2980.0,2024-11,,전통시장,광진구,2024,11,가공식품
노룬산골목시장,60.0,국수 900g,,2980.0,2024-11,,전통시장,광진구,2024,11,가공식품
노룬산골목시장,61.0,라면 5개입 1봉,,4500.0,2024-11,,전통시장,광진구,2024,11,가공식품
노룬산골목시장,62.0,컵라면 1개,,1290.0,2024-11,,전통시장,광진구,2024,11,가공식품
노룬산골목시장,65.0,통조림(참치) 150g,,3380.0,2024-11,,전통시장,광진구,2024,11,가공식품
노룬산골목시장,71.0,밀가루 1kg,,2100.0,2024-11,,전통시장,광진구,2024,11,가공식품
인왕시장,57.0,부침가루 1kg,,2680.0,2024-11,,전통시장,서대문구,2024,11,가공식품
인왕시장,60.0,국수 900g,,4100.0,2024-11,,전통시장,서대문구,2024,11,가공식품
인왕시장,61.0,라면 5개입 1봉,,5500.0,2024-11,,전통시장,서대문구,2024,11,가공식품
인왕시장,62.0,컵라면 1개,,1250.0,2024-11,,전통시장,서대문구,2024,11,가공식품
인왕시장,65.0,통조림(참치) 150g,,3200.0,2024-11,135g,전통시장,서대문구,2024,11,가공식품
인왕시장,71.0,밀가루 1kg,,2700.0,2024-11,,전통시장,서대문구,2024,11,가공식품
관악신사시장(신림4동),57.0,부침가루 1kg,,3600.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악신사시장(신림4동),60.0,국수 900g,,3800.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악신사시장(신림4동),61.0,라면 5개입 1봉,,4450.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악신사시장(신림4동),62.0,컵라면 1개,,1250.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악신사시장(신림4동),65.0,통조림(참치) 150g,,3300.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악신사시장(신림4동),71.0,밀가루 1kg,,2000.0,2024-11,,전통시장,관악구,2024,11,가공식품
포방터시장,57.0,부침가루 1kg,,3900.0,2024-11,,전통시장,서대문구,2024,11,가공식품
포방터시장,60.0,국수 900g,,4500.0,2024-11,,전통시장,서대문구,2024,11,가공식품
포방터시장,61.0,라면 5개입 1봉,,4800.0,2024-11,,전통시장,서대문구,2024,11,가공식품
포방터시장,62.0,컵라면 1개,,1400.0,2024-11,,전통시장,서대문구,2024,11,가공식품
포방터시장,65.0,통조림(참치) 150g,,3600.0,2024-11,,전통시장,서대문구,2024,11,가공식품
포방터시장,71.0,밀가루 1kg,,1900.0,2024-11,,전통시장,서대문구,2024,11,가공식품
목동깨비시장(목3동시장),57.0,부침가루 1kg,,4200.0,2024-11,,전통시장,양천구,2024,11,가공식품
목동깨비시장(목3동시장),60.0,국수 900g,,3980.0,2024-11,,전통시장,양천구,2024,11,가공식품
목동깨비시장(목3동시장),61.0,라면 5개입 1봉,,4100.0,2024-11,,전통시장,양천구,2024,11,가공식품
목동깨비시장(목3동시장),62.0,컵라면 1개,,1350.0,2024-11,,전통시장,양천구,2024,11,가공식품
목동깨비시장(목3동시장),65.0,통조림(참치) 150g,,3300.0,2024-11,,전통시장,양천구,2024,11,가공식품
목동깨비시장(목3동시장),71.0,밀가루 1kg,,2100.0,2024-11,,전통시장,양천구,2024,11,가공식품
동원시장,57.0,부침가루 1kg,,4000.0,2024-11,,전통시장,중랑구,2024,11,가공식품
동원시장,60.0,국수 900g,,4500.0,2024-11,,전통시장,중랑구,2024,11,가공식품
동원시장,61.0,라면 5개입 1봉,,4500.0,2024-11,,전통시장,중랑구,2024,11,가공식품
동원시장,62.0,컵라면 1개,,1800.0,2024-11,,전통시장,중랑구,2024,11,가공식품
동원시장,65.0,통조림(참치) 150g,,2100.0,2024-11,,전통시장,중랑구,2024,11,가공식품
동원시장,71.0,밀가루 1kg,,1600.0,2024-11,,전통시장,중랑구,2024,11,가공식품
